n,MotherID,FatherID,Zygosity
130114,55766,85587,NotMZ
130316,51559,81423,MZ
130417,52809,82630,MZ
130518,52941,82763,MZ
130619,55694,85516,MZ
130720,51784,81648,MZ
130821,56016,99974,NotTwin
130922,51527,81391,NotTwin
131217,52251,82114,MZ
131419,55686,85508,NotTwin
131722,52364,82227,NotMZ
131823,55825,85646,MZ
131924,52018,81882,NotTwin
132017,53000,82822,NotTwin
132118,51613,81477,MZ
133019,51639,81503,MZ
133625,51833,81697,MZ
133827,51394,81259,NotTwin
133928,51716,82528,NotTwin
134021,51380,81245,NotMZ
134223,51555,81419,NotTwin
134324,51336,81201,NotTwin
134425,51336,81201,NotTwin
134627,52844,82665,MZ
134728,52228,82091,MZ
134829,56083,85903,NotMZ
135124,51460,81325,MZ
135225,52006,81870,NotTwin
135528,51672,81536,MZ
135629,55788,85609,NotTwin
135730,53303,83125,NotTwin
135932,51424,81289,NotTwin
136126,52932,82754,NotTwin
136227,52755,82576,NotTwin
136631,52727,82548,NotTwin
136833,51526,81390,NotTwin
137027,51786,81650,NotTwin
137128,51526,81390,MZ
137229,55699,85521,NotTwin
137431,51300,81166,NotMZ
137532,51838,81702,MZ
137633,52018,81882,NotTwin
137936,52769,99986,NotTwin
138130,52208,82071,NotTwin
138231,51304,81169,NotTwin
138332,52968,82790,NotTwin
138534,52380,82243,NotTwin
138837,53392,83214,NotTwin
139233,51312,81177,NotTwin
139435,55732,85553,MZ
139637,51279,81145,MZ
139839,52848,82669,MZ
140117,51553,81417,NotMZ
140319,51361,81226,NotTwin
140420,51537,81401,NotMZ
140925,52587,82406,NotTwin
141119,52823,82644,NotTwin
141422,52134,81998,MZ
141826,51485,81349,NotMZ
142828,51480,81344,NotTwin
143224,55740,85561,NotMZ
143325,51343,81208,MZ
143426,56161,85980,NotMZ
143830,51673,81537,MZ
144125,51695,81559,NotTwin
144226,51381,81246,MZ
144428,51717,81581,NotTwin
144731,55694,85516,MZ
144832,51426,81291,NotTwin
144933,52815,82636,MZ
145127,54623,84445,NotTwin
145632,52801,82622,MZ
145834,51679,81543,MZ
146129,55952,85772,MZ
146331,52586,99993,NotTwin
146432,51702,81566,MZ
146533,52839,82660,NotTwin
146634,52369,82232,NotMZ
146735,55646,85468,MZ
146836,55904,85724,NotTwin
146937,52938,82760,MZ
147636,51753,81617,NotTwin
147737,52138,82002,NotTwin
148032,51730,81594,NotTwin
148133,51612,81476,MZ
148335,51945,81809,NotTwin
148436,52228,82091,MZ
148840,51698,81562,NotTwin
148941,52326,82189,MZ
149236,54645,84467,NotTwin
149337,51717,81581,MZ
149539,51527,81391,NotTwin
149741,52747,82568,MZ
149842,55890,85710,NotTwin
150019,56023,85844,NotTwin
150423,51417,81282,NotMZ
150524,52850,81149,NotTwin
150625,51802,81666,NotTwin
150726,51866,81730,NotTwin
150928,55901,85721,MZ
151021,52727,82548,NotTwin
151223,51329,81194,NotTwin
151425,51628,81492,MZ
151627,51289,81155,NotTwin
151829,55890,85710,NotTwin
151930,52229,82092,NotMZ
152225,55694,85516,NotTwin
152427,56171,85990,NotTwin
152831,51969,81833,NotTwin
153025,51566,81430,NotTwin
153126,51609,81473,NotTwin
153227,56143,85963,NotTwin
153429,51347,81212,NotTwin
153631,55701,85523,NotTwin
153732,51678,81542,MZ
153934,52307,82170,MZ
154229,53275,83097,NotTwin
154330,52369,82232,NotTwin
154431,51477,81341,MZ
154532,52757,82578,MZ
154734,51911,81775,NotTwin
154835,52874,82696,MZ
154936,52419,82271,NotTwin
155231,52761,82582,NotTwin
155635,51799,81663,NotTwin
155938,55766,85587,NotMZ
156031,53121,82943,NotTwin
156233,52851,81281,NotTwin
156334,51576,81440,MZ
156435,55972,85793,NotMZ
156536,54649,84471,NotTwin
157336,51303,81168,NotMZ
157437,51519,81383,NotTwin
157942,51504,81368,NotTwin
158035,51419,81284,NotTwin
158136,51749,81613,NotMZ
